Protein.Group	Protein.Names	Genes	First.Protein.Description	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241122_MOLM13_2w_2_500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241122_MOLM13_WT_1__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241122_MV4_11_6w_1_500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241122_MV4_11_WT_1_500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241122_OCI_6w_2_500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241122_OCI_WT_1_500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MOLM13_2W_3__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MOLM13_6W_1__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MOLM13_6W_2__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MOLM13_6W_3__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MOLM13_WT_2__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MOLM13_WT_3__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MV4_11_2W_1__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MV4_11_2W_2__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MV4_11_2W_3__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MV4_11_6W_2__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MV4_11_6W_3__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MV4_11_WT_2__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MV4_11_WT_3__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_OCI_2W_1__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_OCI_2W_2__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_OCI_2W_3__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_OCI_4W_2__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_OCI_6W_1__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_OCI_6W_3__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_OCI_WT_2__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_OCI_WT_3__500ng.raw
P19878	NCF2_HUMAN	NCF2		3.257e+06			726541	5.03046e+07	2.54942e+07	2.40209e+06		3.46689e+06				2.22555e+06	1.87623e+06			1.87586e+06		2.56458e+06	5.13977e+07	5.60563e+07	5.35967e+07	4.08193e+07	3.59798e+07	3.84257e+07	2.03595e+07	2.12902e+07
P19957	ELAF_HUMAN	PI3				6.38861e+06		1.37384e+06				2.99046e+06	1.49454e+06			3.85512e+06							3.93967e+06	574939	2.28887e+06	4.51267e+06			4.52325e+06	3.57904e+06
P19961	AMY2B_HUMAN	AMY2B											1.04894e+06																	
P19971	TYPH_HUMAN	TYMP		1.44729e+08	1.47353e+08	6.39645e+07	7.53091e+07	1.72872e+08	1.06184e+08	1.38315e+08	1.00115e+08	8.82468e+07	8.5554e+07	1.48602e+08	1.54391e+08	8.87668e+07	8.21504e+07	7.58693e+07	7.82244e+07	6.2366e+07	7.25191e+07	7.93297e+07	2.53402e+08	1.84999e+08	1.77987e+08	8.64745e+08	1.98051e+08	1.36252e+08	1.26715e+08	1.20281e+08
P20020	AT2B1_HUMAN	ATP2B1		1.27166e+07	9.66582e+06	8.04512e+06	2.44512e+07	1.41804e+07	1.49707e+07	1.0102e+07	1.10565e+07	8.07071e+06	1.40112e+07	9.13194e+06	9.46207e+06	2.35664e+07	2.13243e+07	2.23559e+07	2.06861e+07	2.3955e+07	2.37597e+07	2.55625e+07	1.47536e+07	1.57959e+07	1.46702e+07	2.15623e+07	1.34241e+07	1.28763e+07	1.48803e+07	1.49596e+07
P20036	DPA1_HUMAN	HLA-DPA1					1.81227e+06	971241								3.17341e+06		2.15418e+06	2.28985e+06	4.27739e+06	2.1033e+06	1.29014e+06				744281				
P20042	IF2B_HUMAN	EIF2S2		1.43737e+08	1.40636e+08	1.57898e+08	1.19306e+08	9.81307e+07	1.13669e+08	1.32698e+08	1.53344e+08	8.90659e+07	1.40466e+08	1.37556e+08	1.35075e+08	1.06039e+08	1.10719e+08	1.08096e+08	1.10523e+08	1.11908e+08	1.05996e+08	1.08935e+08	1.16664e+08	1.06197e+08	1.10088e+08	1.16419e+08	1.05567e+08	9.6408e+07	1.14423e+08	1.07776e+08
P20062	TCO2_HUMAN	TCN2																												260465
P20073	ANXA7_HUMAN	ANXA7		6.64929e+07	6.10115e+07	5.53427e+07	4.36193e+07	5.31752e+07	4.05978e+07	6.18185e+07	5.21216e+07	5.00815e+07	5.01776e+07	5.79149e+07	6.30378e+07	4.85255e+07	4.45075e+07	4.11431e+07	3.8925e+07	4.04477e+07	4.38774e+07	4.54296e+07	3.93119e+07	3.56774e+07	4.07534e+07	5.20235e+07	4.56929e+07	4.18978e+07	3.83948e+07	4.07654e+07
P20132	SDHL_HUMAN	SDS																					1.695e+06	979926		2.64077e+06				
P20138	CD33_HUMAN	CD33		6.28428e+07	5.87058e+07	4.30329e+07	5.0658e+07	3.3141e+07	3.40362e+07	5.86883e+07	5.08183e+07	3.54986e+07	4.04994e+07	6.31207e+07	5.91173e+07	4.69317e+07	4.61528e+07	5.03952e+07	4.62169e+07	3.08243e+07	4.53041e+07	4.25035e+07	3.40136e+07	2.83254e+07	2.97559e+07	2.72211e+07	3.22711e+07	3.05235e+07	3.06698e+07	3.12736e+07
P20142	PEPC_HUMAN	PGC					6.57561e+06											6.09887e+06												
P20151	KLK2_HUMAN	KLK2						1.59574e+06											2.14607e+06											
P20155	ISK2_HUMAN	SPINK2						3.77142e+06																	1.10309e+06			1.85766e+06		
P20160	CAP7_HUMAN	AZU1		3.65983e+07	6.93552e+07	3.53623e+07	3.6959e+08	8.53045e+07	3.28625e+08	3.47049e+07	5.27628e+07	2.05032e+07	4.3136e+07	6.35623e+07	6.66943e+07	2.21264e+08	3.17857e+08	2.78277e+08	2.7804e+08	2.68716e+08	2.58127e+08	2.62932e+08	3.03821e+07	2.79037e+07	3.97254e+07	3.20015e+07	8.19394e+07	8.80867e+07	2.05611e+08	1.68732e+08
P20226	TBP_HUMAN	TBP		1.29271e+07	1.35916e+07	1.42288e+07	1.28334e+07	1.12309e+07	1.56659e+07	1.47568e+07	1.40311e+07	1.13609e+07	1.05286e+07	1.41521e+07	1.35436e+07	1.52701e+07	1.43248e+07	1.52279e+07	1.53806e+07	1.52472e+07	1.86564e+07	1.75277e+07	1.92729e+07	1.72754e+07	1.43063e+07	1.81507e+07	1.57741e+07	1.62445e+07	1.7329e+07	1.50443e+07
P20231;Q15661	TRYB1_HUMAN;TRYB2_HUMAN	TPSAB1;TPSB2						620396	354616																		384308	478920	215914	
P20248	CCNA2_HUMAN	CCNA2		1.23516e+07	1.83575e+07	1.21696e+07	1.27272e+07	4.91995e+06	1.93488e+07	1.18517e+07	2.35107e+07	1.896e+07	1.70702e+07	1.61453e+07	1.70659e+07	1.04918e+07	1.15364e+07	1.12939e+07	7.64162e+06	1.51052e+07	1.55534e+07	1.75876e+07	1.03543e+07	9.37355e+06	8.06469e+06	1.0891e+07	9.2958e+06	7.56943e+06	1.20943e+07	1.09861e+07
P20265	PO3F2_HUMAN	POU3F2					1.42222e+07																							
P20290	BTF3_HUMAN	BTF3		4.38857e+08	4.82994e+08	4.55475e+08	5.03104e+08	2.8015e+08	3.80034e+08	3.91639e+08	4.56084e+08	3.95989e+08	3.66948e+08	4.86433e+08	4.82709e+08	3.86785e+08	4.09936e+08	4.46698e+08	4.20857e+08	4.45427e+08	3.95705e+08	4.07123e+08	3.18542e+08	3.12069e+08	2.78285e+08	3.18968e+08	3.1711e+08	3.03523e+08	3.19113e+08	2.97285e+08
P20292	AL5AP_HUMAN	ALOX5AP		3.74199e+08	1.79469e+08	2.44705e+08	7.62076e+06	7.42251e+08	4.09774e+08	3.714e+08	2.71366e+08	3.65901e+08	2.41613e+08	1.85938e+08	1.79449e+08	1.83462e+07	1.17344e+07	1.54026e+07	9.21575e+06	9.57353e+06	9.26908e+06	7.8742e+06	8.61414e+08	7.94121e+08	7.73702e+08	7.1858e+08	5.82139e+08	7.43974e+08	3.71624e+08	4.10421e+08
P20333	TNR1B_HUMAN	TNFRSF1B		1.16917e+06	930451	1.03711e+06	2.49882e+06	2.06921e+06	2.8449e+06	961207	1.0192e+06	1.32654e+06	1.30165e+06	998622	1.05829e+06	2.02756e+06	1.65394e+06	2.25089e+06	1.87041e+06	1.64381e+06	2.3506e+06	2.4879e+06	2.46125e+06	2.57708e+06	1.98775e+06	1.64101e+06	2.11273e+06	1.81557e+06	2.5964e+06	2.43598e+06
P20336	RAB3A_HUMAN	RAB3A		2.27622e+06	2.21208e+06	3.15736e+06	6.20807e+06	4.48958e+06	3.05125e+06	2.26064e+06	2.41506e+06	2.1916e+06	1.96681e+06	2.0478e+06		8.1241e+06	6.3892e+06	8.48764e+06	4.56433e+06	5.75295e+06	5.21674e+06	5.04407e+06	4.03773e+06	4.03322e+06	3.5727e+06	3.96364e+06	3.15787e+06	3.98865e+06	3.04044e+06	2.63634e+06
P20337	RAB3B_HUMAN	RAB3B																			203471									
P20338	RAB4A_HUMAN	RAB4A		4.43058e+07	3.44474e+07	3.87246e+07	5.02856e+07	6.13374e+07	7.07975e+07	4.2514e+07	3.69822e+07	4.24355e+07	2.78616e+07	3.8337e+07	3.56881e+07	4.31222e+07	4.7203e+07	4.83608e+07	5.14175e+07	4.08744e+07	3.9883e+07	3.72417e+07	4.72521e+07	5.92108e+07	6.08756e+07	4.23734e+07	4.73791e+07	5.70193e+07	5.47323e+07	5.65675e+07
P20339	RAB5A_HUMAN	RAB5A		4.74183e+07	4.60656e+07	4.30425e+07	5.55031e+07	2.87881e+07	3.35099e+07	4.38874e+07	4.29331e+07	2.85721e+07	2.82223e+07	5.07606e+07	4.24808e+07	4.3794e+07	4.7928e+07	5.32807e+07	4.53254e+07	3.38797e+07	4.44875e+07	4.25465e+07	3.81693e+07	2.62856e+07	3.2938e+07	2.94179e+07	3.87586e+07	2.78355e+07	2.92427e+07	3.0571e+07
P20340	RAB6A_HUMAN	RAB6A		4.35572e+07	4.01222e+07	3.74366e+07	4.5136e+07	3.05054e+07	4.56886e+07	4.64774e+07	4.11352e+07	3.98722e+07	2.62295e+07	4.53751e+07	3.68572e+07	3.47333e+07	3.62267e+07	3.99702e+07	4.64149e+07	3.42342e+07	3.7074e+07	3.54426e+07	4.62061e+07	2.64497e+07	2.83228e+07	3.46111e+07	5.12607e+07	4.8446e+07	2.73868e+07	2.49776e+07
P20393	NR1D1_HUMAN	NR1D1		393635																									319334	
P20585	MSH3_HUMAN	MSH3		9.11077e+06	1.1544e+07	9.88631e+06	6.78222e+06	7.63858e+06	8.52065e+06	8.43499e+06	1.14754e+07	1.25173e+07	1.11819e+07	1.09198e+07	1.15129e+07	7.14824e+06	6.54243e+06	6.12263e+06	6.56603e+06	6.4626e+06	7.079e+06	7.33197e+06	8.13506e+06	7.0931e+06	7.35617e+06	8.11939e+06	7.63241e+06	9.08949e+06	8.38313e+06	7.72752e+06
P20591	MX1_HUMAN	MX1						2.12654e+07	2.71236e+06														1.27981e+07	4.09891e+06	3.26405e+06	4.70549e+08	3.75951e+07	2.32435e+07	4.29613e+06	3.2116e+06
P20592	MX2_HUMAN	MX2						3.80764e+07	1.3504e+07									1.31564e+06	2.38399e+06				4.05782e+07	2.30019e+07	2.1183e+07	2.72374e+08	5.05535e+07	3.60375e+07	1.42948e+07	1.34439e+07
P20618	PSB1_HUMAN	PSMB1		3.53457e+07	3.32384e+07	3.57073e+07	3.48696e+07	3.38254e+07	3.96723e+07	3.21578e+07	3.51014e+07	3.62627e+07	3.19578e+07	3.28494e+07	2.95174e+07	3.28378e+07	3.49989e+07	3.47326e+07	3.40018e+07	3.32756e+07	3.29157e+07	3.40827e+07	4.23046e+07	3.33397e+07	4.14857e+07	4.45366e+07	3.97593e+07	3.89375e+07	3.92168e+07	3.82558e+07
P20645	MPRD_HUMAN	M6PR		1.36799e+08	1.23953e+08	8.2056e+07	1.62015e+08	1.78142e+08	1.71553e+08	1.18919e+08	8.77444e+07	1.44257e+08	9.59472e+07	1.24447e+08	1.3957e+08	1.72237e+08	1.66336e+08	2.06919e+08	1.72437e+08	1.79686e+08	1.56938e+08	1.65058e+08	1.81069e+08	1.46799e+08	1.76893e+08	1.53121e+08	2.15377e+08	1.79736e+08	1.42833e+08	1.58438e+08
P20674	COX5A_HUMAN	COX5A		8.55748e+07	9.17519e+07	6.3986e+07	8.9249e+07	9.22641e+07	9.19676e+07	6.3011e+07	7.41865e+07	8.41075e+07	6.78164e+07	7.61255e+07	7.57351e+07	7.31902e+07	7.57678e+07	8.01402e+07	8.40873e+07	9.02917e+07	7.1869e+07	7.15931e+07	8.59658e+07	6.60935e+07	7.50354e+07	8.79799e+07	8.60147e+07	9.09561e+07	7.84622e+07	7.50783e+07
P20700	LMNB1_HUMAN	LMNB1		6.7857e+08	7.68646e+08	6.54142e+08	4.23758e+08	7.49435e+08	6.55165e+08	7.22242e+08	7.65769e+08	9.37167e+08	8.56529e+08	8.9958e+08	9.73572e+08	6.39431e+08	6.06758e+08	5.63511e+08	5.31296e+08	6.48664e+08	5.57466e+08	5.8713e+08	7.40985e+08	7.39739e+08	7.99363e+08	7.8214e+08	8.861e+08	6.56936e+08	8.35441e+08	8.20338e+08
P20701	ITAL_HUMAN	ITGAL		2.10346e+08	1.22503e+08	9.78676e+07	3.01298e+08	1.07681e+08	1.68808e+08	1.89316e+08	1.20657e+08	9.88854e+07	9.98998e+07	1.27844e+08	1.36911e+08	2.59713e+08	2.72138e+08	3.01183e+08	2.83778e+08	2.78531e+08	2.72975e+08	2.80444e+08	1.2595e+08	1.0981e+08	1.16988e+08	1.02754e+08	1.10645e+08	9.25781e+07	1.5577e+08	1.49994e+08
P20702	ITAX_HUMAN	ITGAX		3.58919e+06	711449	1.4078e+06		6.01732e+06	4.5084e+06	3.2475e+06	1.37933e+06		1.29835e+06	1.10194e+06									6.13168e+06	4.44796e+06	6.1636e+06	2.50482e+06	9.64295e+06	5.28027e+06	3.99852e+06	3.81088e+06
P20719	HXA5_HUMAN	HOXA5						1.10542e+07	5.73046e+06														8.99745e+06	9.00629e+06	9.18239e+06	7.54779e+06	9.78509e+06	9.72866e+06	7.04315e+06	6.47397e+06
P20742	PZP_HUMAN	PZP		4.16595e+06	4.27598e+06	3.30872e+06	1.04499e+07	3.50812e+06	5.71612e+06	3.34034e+06	3.67208e+06	2.39569e+06	2.67115e+06	4.36794e+06	5.03452e+06	5.15247e+06	5.17168e+06	4.97075e+06	6.27017e+06	4.07484e+06	1.16351e+07	8.64092e+06	5.05977e+06	4.59021e+06	4.06018e+06	3.45507e+06	3.74849e+06	3.69607e+06	4.8555e+06	4.69408e+06
P20774	MIME_HUMAN	OGN													374791															
P20783	NTF3_HUMAN	NTF3																	1.4201e+06											
P20800	EDN2_HUMAN	EDN2				552962				571082																	421222			
P20810	ICAL_HUMAN	CAST		1.91618e+07	2.05003e+07	2.10632e+07	1.23301e+07	1.99503e+07	2.57335e+07	1.49886e+07	1.87571e+07	1.56276e+07	1.49889e+07	2.16575e+07	2.05142e+07	1.08811e+07	1.12664e+07	1.36351e+07	1.05967e+07	8.39209e+06	1.03748e+07	1.11983e+07	2.4267e+07	2.00258e+07	2.01855e+07	2.44368e+07	1.87801e+07	2.02356e+07	2.18047e+07	2.14631e+07
P20827	EFNA1_HUMAN	EFNA1																												64994.8
P20839	IMDH1_HUMAN	IMPDH1		3.31858e+07	2.89245e+07	3.49096e+07	5.40005e+07	3.54099e+07	3.40829e+07	3.75647e+07	3.52982e+07	3.98807e+07	3.20528e+07	3.11784e+07	3.06252e+07	4.4221e+07	4.68933e+07	4.97524e+07	4.24203e+07	4.58478e+07	4.68376e+07	4.90926e+07	3.3296e+07	3.36369e+07	3.67854e+07	3.16128e+07	3.29111e+07	3.16795e+07	3.32222e+07	3.50554e+07
P20930	FILA_HUMAN	FLG																								3.78289e+07				
P20933	ASPG_HUMAN	AGA		2.75066e+07	1.97505e+07	2.24913e+07	1.281e+07	1.73548e+07	2.18411e+07	2.54058e+07	2.09419e+07	2.54311e+07	1.58457e+07	2.1238e+07	1.76436e+07	1.38579e+07	1.41314e+07	1.38612e+07	1.47579e+07	1.30061e+07	1.21933e+07	1.05524e+07	1.24073e+07	1.31337e+07	1.29467e+07	1.29848e+07	1.8464e+07	1.48137e+07	1.62708e+07	1.61494e+07
P20936	RASA1_HUMAN	RASA1		1.19344e+07	1.45317e+07	1.17405e+07	3.82555e+06	7.65083e+06	8.39306e+06	1.0349e+07	1.70726e+07	1.76401e+07	1.04437e+07	1.56258e+07	1.46187e+07	4.21938e+06	4.71362e+06	4.02769e+06	4.05518e+06	4.21611e+06	4.31962e+06	4.15286e+06	8.51901e+06	7.99763e+06	6.55725e+06	7.54817e+06	1.10361e+07	1.10701e+07	6.6093e+06	5.54732e+06
P20962	PTMS_HUMAN	PTMS		5.06514e+06	4.43487e+06	9.43282e+06	5.99986e+06	2.23895e+07	4.78572e+06	4.66058e+06	5.64074e+06	3.24038e+06	4.33623e+06	4.73744e+06	4.4589e+06	6.23401e+06	6.37035e+06	1.02639e+07	8.92282e+06	5.60873e+06	4.58078e+06	3.76515e+06	1.84043e+07	1.05898e+07	1.39267e+07	1.68843e+07	3.18322e+07	1.6346e+07	4.06471e+06	3.83815e+06
P21127	CD11B_HUMAN	CDK11B		1.52704e+07	1.53075e+07	1.5759e+07	1.60174e+07	8.14644e+06	7.56668e+06	1.50908e+07	1.39111e+07	1.51051e+07	1.82916e+07	1.20687e+07	1.19244e+07	1.69894e+07	1.8585e+07	1.68377e+07	1.49188e+07	1.82998e+07	1.65989e+07	1.59418e+07	8.72622e+06	8.81779e+06	9.9587e+06	9.03479e+06	7.196e+06	6.38159e+06	9.44348e+06	9.30937e+06
P21246	PTN_HUMAN	PTN																											693998	
P21266	GSTM3_HUMAN	GSTM3						2.37091e+07	2.05954e+07														1.07031e+07	1.22452e+07	1.26283e+07	1.33492e+07	2.86732e+07	2.03753e+07	1.93925e+07	1.64284e+07
P21281	VATB2_HUMAN	ATP6V1B2		5.14541e+07	4.25757e+07	4.48935e+07	7.00993e+07	5.93008e+07	6.4076e+07	4.94033e+07	4.15403e+07	4.9534e+07	3.60644e+07	4.55559e+07	4.14768e+07	7.32544e+07	7.7619e+07	7.42612e+07	7.17721e+07	5.90934e+07	6.82225e+07	6.44608e+07	6.35648e+07	5.64227e+07	5.71406e+07	5.37775e+07	6.31085e+07	6.76948e+07	6.10811e+07	6.18135e+07
P21283	VATC1_HUMAN	ATP6V1C1		2.99018e+07	2.56996e+07	2.83351e+07	3.68955e+07	4.41486e+07	4.2439e+07	2.74705e+07	2.82569e+07	3.97804e+07	2.65912e+07	2.522e+07	2.82877e+07	4.84824e+07	4.41411e+07	4.19053e+07	3.68379e+07	4.09941e+07	4.12578e+07	4.12799e+07	4.09295e+07	3.34415e+07	3.69716e+07	4.2943e+07	4.1294e+07	4.5411e+07	4.50396e+07	4.49383e+07
P21291	CSRP1_HUMAN	CSRP1		7.51122e+07	5.98943e+07	4.57327e+07	9.1053e+07	1.12024e+08	1.01225e+08	7.41678e+07	4.40881e+07	9.62086e+07	5.84143e+07	5.54855e+07	5.52269e+07	1.3378e+08	1.06136e+08	9.02355e+07	9.77325e+07	1.4917e+08	1.2233e+08	9.1287e+07	1.08695e+08	1.38522e+08	1.40611e+08	1.25254e+08	8.28488e+07	1.24593e+08	9.7953e+07	1.37357e+08
P21333	FLNA_HUMAN	FLNA		2.27938e+08	2.21527e+08	1.75784e+08	3.53494e+08	1.72367e+08	2.58864e+08	2.18756e+08	2.05548e+08	1.40944e+08	2.02685e+08	2.2667e+08	2.2322e+08	3.11169e+08	3.15144e+08	3.49529e+08	3.85856e+08	2.91646e+08	3.17281e+08	3.16087e+08	1.90397e+08	1.3342e+08	1.41383e+08	2.49906e+08	1.99932e+08	2.02506e+08	2.29629e+08	2.28378e+08
P21359	NF1_HUMAN	NF1		1.87459e+06	2.26796e+06	2.45881e+06	2.90735e+06	2.88704e+06	3.51306e+06	1.52239e+06	1.96063e+06	2.2984e+06	2.19258e+06	1.78201e+06	2.03524e+06	3.1615e+06	3.10816e+06	3.17527e+06	2.64886e+06	2.96192e+06	2.81715e+06	2.68942e+06	3.63037e+06	4.06351e+06	3.44204e+06	3.28021e+06	2.94435e+06	3.15768e+06	2.71767e+06	2.76297e+06
P21397	AOFA_HUMAN	MAOA						2.98165e+06	2.9422e+06														2.80633e+06	1.71988e+06	2.31636e+06	1.69699e+06	3.0035e+06	3.3124e+06	2.28225e+06	2.7921e+06
P21399	ACOHC_HUMAN	ACO1		3.15779e+07	2.5763e+07	2.83455e+07	4.66587e+07	3.27651e+07	3.21764e+07	3.07709e+07	2.68575e+07	1.96362e+07	2.63909e+07	2.69406e+07	2.74059e+07	4.48808e+07	4.45865e+07	4.76611e+07	5.49086e+07	4.61877e+07	4.5046e+07	4.46708e+07	2.31749e+07	2.43864e+07	2.50578e+07	2.21507e+07	3.24778e+07	3.44679e+07	2.77244e+07	2.81441e+07
P21452	NK2R_HUMAN	TACR2							657896																		466117			
P21453	S1PR1_HUMAN	S1PR1										219834	277932											250829	217776					226258
P21506	ZNF10_HUMAN	ZNF10							495368																					
P21554	CNR1_HUMAN	CNR1								668489																				
P21580	TNAP3_HUMAN	TNFAIP3		7.67727e+06	8.55188e+06	8.86776e+06	1.95106e+06	2.00439e+07	9.81917e+06	6.61669e+06	8.61879e+06	7.8713e+06	9.37744e+06	7.11622e+06	6.70486e+06	2.52364e+06	3.20654e+06	2.9961e+06	2.00526e+06	2.26293e+06	2.24771e+06	2.08765e+06	6.61446e+06	7.00937e+06	7.57529e+06	1.49595e+07	1.26166e+07	1.73367e+07	7.46253e+06	7.82593e+06
P21583	SCF_HUMAN	KITLG																										1.33538e+06		
P21675	TAF1_HUMAN	TAF1		3.70567e+06	3.45976e+06	3.63385e+06	3.17307e+06	3.88064e+06	3.03803e+06	3.85605e+06	3.66568e+06	3.72603e+06	4.05419e+06	4.00238e+06	3.67968e+06	3.93114e+06	4.23407e+06	3.29858e+06	3.86677e+06	4.63599e+06	4.19522e+06	3.81921e+06	3.9937e+06	4.28851e+06	4.27231e+06	4.06429e+06	3.85886e+06	3.61753e+06	4.10849e+06	4.06772e+06
P21728	DRD1_HUMAN	DRD1																								3.21841e+06				
P21730	C5AR1_HUMAN	C5AR1																						592498						
P21796	VDAC1_HUMAN	VDAC1		7.25659e+08	8.80603e+08	6.47399e+08	6.78143e+08	6.93533e+08	6.5127e+08	6.34766e+08	6.97009e+08	9.47938e+08	7.51052e+08	8.31995e+08	9.32398e+08	6.67336e+08	6.89581e+08	7.13288e+08	6.41761e+08	6.38026e+08	7.26568e+08	7.08639e+08	6.66166e+08	5.95441e+08	7.01569e+08	6.37619e+08	6.28495e+08	6.80751e+08	6.14714e+08	6.24227e+08
P21815	SIAL_HUMAN	IBSP				373190	401219				505420							433860			564522						671385			
P21912	SDHB_HUMAN	SDHB		1.24595e+08	1.31042e+08	1.27573e+08	1.16729e+08	1.6774e+08	1.57497e+08	1.05644e+08	1.20684e+08	8.39895e+07	1.24754e+08	1.24648e+08	1.26883e+08	1.23267e+08	1.21979e+08	1.20792e+08	1.05781e+08	1.18082e+08	1.17291e+08	1.20058e+08	1.39325e+08	1.88118e+08	1.72901e+08	1.10794e+08	1.52094e+08	1.15618e+08	1.604e+08	1.53636e+08
P21917	DRD4_HUMAN	DRD4												6.26951e+06																
P21926	CD9_HUMAN	CD9						1.43286e+07	4.34236e+06														4.22862e+06	4.20793e+06	6.03266e+06	2.39312e+06	4.65848e+06	4.79186e+06	1.7732e+06	2.66284e+06
P21941	MATN1_HUMAN	MATN1																					1.15572e+06							
P21953	ODBB_HUMAN	BCKDHB		1.43575e+07	1.97074e+07	1.22955e+07	8.43958e+06	1.26268e+07	1.20754e+07	1.45874e+07	1.29078e+07	1.41602e+07	1.38796e+07	2.08385e+07	1.71937e+07	7.99949e+06	9.43878e+06	6.87971e+06	8.68101e+06	6.08186e+06	8.96851e+06	8.45364e+06	7.33181e+06	9.45435e+06	9.275e+06	7.01804e+06	1.06356e+07	1.20755e+07	1.00489e+07	1.02664e+07
P21964	COMT_HUMAN	COMT		6.06384e+07	5.08603e+07	5.50371e+07	5.30954e+07	6.59181e+07	6.75145e+07	5.83698e+07	6.0515e+07	6.34581e+07	6.30586e+07	4.94744e+07	5.28702e+07	6.97147e+07	6.45376e+07	5.69209e+07	6.64138e+07	6.74649e+07	5.73215e+07	5.67109e+07	5.24997e+07	5.9918e+07	6.18926e+07	5.18652e+07	7.17473e+07	5.79637e+07	5.79778e+07	5.83161e+07
P22033	MUTA_HUMAN	MMUT		2.2346e+07	2.42277e+07	1.94287e+07	2.22687e+07	3.15053e+07	4.29205e+07	2.25119e+07	2.19265e+07	3.4061e+07	2.25356e+07	2.21356e+07	2.35902e+07	2.78134e+07	2.72153e+07	1.98625e+07	1.89216e+07	2.16864e+07	2.49075e+07	2.76587e+07	2.95045e+07	4.08121e+07	3.71097e+07	2.63052e+07	3.36121e+07	2.75275e+07	4.40965e+07	4.14462e+07
P22059	OSBP1_HUMAN	OSBP		3.65187e+07	3.11952e+07	3.81566e+07	4.12926e+07	3.26066e+07	3.24109e+07	3.44347e+07	3.49831e+07	2.90307e+07	2.72914e+07	3.13277e+07	2.87989e+07	3.90193e+07	4.09857e+07	3.84984e+07	4.08769e+07	3.53073e+07	3.51494e+07	3.47688e+07	2.57515e+07	2.5642e+07	2.57791e+07	2.86139e+07	3.29158e+07	3.37016e+07	2.53117e+07	2.47544e+07
